,Alexandru Macedonski,Dimitrie Bolintineanu,George Bacovia,George Coșbuc,George Topârceanu,Ion Barbu,Ion Minulescu,Lucian Blaga,Mateiu Ion Caragiale,Mihai Eminescu,Nichita Stănescu,Nicolae Labiș,Octavian Goga,Tudor Arghezi,Vasile Alecsandri
Alexandru Macedonski,0.9349951293345272,5.03088325699141e-05,0.02053189459773768,0.020954905578908178,0.0021612499158215953,7.524189769246493e-07,6.245493202100399e-06,0.003556046375089513,0.0003584194803066925,0.013424877331465815,8.707092305879545e-06,4.111541864605325e-08,0.0019082756420349515,8.425164110122117e-05,0.0019588951505342465
